Name	NOC	City	Year	Sport	Event	Medal
Nathalie Brigitte Lambert	CAN	Lillehammer	1994	Short Track Speed Skating	Short Track Speed Skating Women's 1,000 metres	Silver
Nathalie Brigitte Lambert	CAN	Lillehammer	1994	Short Track Speed Skating	Short Track Speed Skating Women's 3,000 metres Relay	Silver
Stphane Lambiel	SUI	Torino	2006	Figure Skating	Figure Skating Men's Singles	Silver
Pentti Johannes Lammio	FIN	Sankt Moritz	1948	Speed Skating	Speed Skating Men's 10,000 metres	Bronze
Jocelyne Nicole Lamoureux	USA	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Jocelyne Nicole Lamoureux	USA	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Monique Edith Lamoureux (-Kolls)	USA	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Monique Edith Lamoureux (-Kolls)	USA	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Thomas Lamparter	SUI	Torino	2006	Bobsleigh	Bobsleigh Men's Four	Bronze
James Ernest ""Jim"" Lamy	USA	Cortina d'Ampezzo	1956	Bobsleigh	Bobsleigh Men's Four	Bronze
Jason Grgory Lamy-Chappuis	FRA	Vancouver	2010	Nordic Combined	Nordic Combined Men's Normal Hill / 10 km, Individual	Gold
Dominik Landertinger	AUT	Vancouver	2010	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Dominik Landertinger	AUT	Sochi	2014	Biathlon	Biathlon Men's 10 kilometres Sprint	Silver
Dominik Landertinger	AUT	Sochi	2014	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Bronze
Gabriel Ingemar John Landeskog	SWE	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Robert Lang	TCH	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Robert Lang	CZE	Nagano	1998	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Robert Lang	CZE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Andr Lange	GER	Salt Lake City	2002	Bobsleigh	Bobsleigh Men's Four	Gold
Andr Lange	GER	Torino	2006	Bobsleigh	Bobsleigh Men's Two	Gold
Andr Lange	GER	Torino	2006	Bobsleigh	Bobsleigh Men's Four	Gold
Andr Lange	GER	Vancouver	2010	Bobsleigh	Bobsleigh Men's Two	Gold
Andr Lange	GER	Vancouver	2010	Bobsleigh	Bobsleigh Men's Four	Silver
Christoph Langen	GER	Albertville	1992	Bobsleigh	Bobsleigh Men's Two	Bronze
Christoph Langen	GER	Nagano	1998	Bobsleigh	Bobsleigh Men's Two	Bronze
Christoph Langen	GER	Nagano	1998	Bobsleigh	Bobsleigh Men's Four	Gold
Christoph Langen	GER	Salt Lake City	2002	Bobsleigh	Bobsleigh Men's Two	Gold
Jamie Craig Langenbrunner	USA	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
John Arthur ""Art"" Langley	USA	Chamonix	1924	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Terje Bjarte Langli	NOR	Albertville	1992	Cross Country Skiing	Cross Country Skiing Men's 30 kilometres	Bronze
Terje Bjarte Langli	NOR	Albertville	1992	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Gold
Lloyd Langlois	CAN	Lillehammer	1994	Freestyle Skiing	Freestyle Skiing Men's Aerials	Bronze
Steven Daniel ""Steve"" Langton	USA	Sochi	2014	Bobsleigh	Bobsleigh Men's Two	Bronze
Steven Daniel ""Steve"" Langton	USA	Sochi	2014	Bobsleigh	Bobsleigh Men's Four	Bronze
Hans Peter Lanig	GER	Squaw Valley	1960	Alpine Skiing	Alpine Skiing Men's Downhill	Silver
Sanna Kristiina Lankosaari	FIN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Micheline E. R. M. Lannoy (-MacAulay)	BEL	Sankt Moritz	1948	Figure Skating	Figure Skating Mixed Pairs	Gold
Gustav Adolf Lantschner	GER	Garmisch-Partenkirchen	1936	Alpine Skiing	Alpine Skiing Men's Combined	Silver
Sandra Laoura	FRA	Torino	2006	Freestyle Skiing	Freestyle Skiing Women's Moguls	Bronze
Henri Andr Laperrire	CAN	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Igor Nikolayevich Larionov	URS	Sarajevo	1984	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Igor Nikolayevich Larionov	URS	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Igor Nikolayevich Larionov	RUS	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Philippe LaRoche	CAN	Lillehammer	1994	Freestyle Skiing	Freestyle Skiing Men's Aerials	Silver
Jocelyne Dawn Marie Larocque	CAN	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Gold
Roald Morel Larsen	NOR	Chamonix	1924	Speed Skating	Speed Skating Men's 500 metres	Bronze
Roald Morel Larsen	NOR	Chamonix	1924	Speed Skating	Speed Skating Men's 1,500 metres	Silver
Roald Morel Larsen	NOR	Chamonix	1924	Speed Skating	Speed Skating Men's 5,000 metres	Bronze
Roald Morel Larsen	NOR	Chamonix	1924	Speed Skating	Speed Skating Men's 10,000 metres	Bronze
Roald Morel Larsen	NOR	Chamonix	1924	Speed Skating	Speed Skating Men's Allround	Silver
Roald Morel Larsen	NOR	Sankt Moritz	1928	Speed Skating	Speed Skating Men's 500 metres	Bronze
Erik Waldemar Larsson	SWE	Sankt Moritz	1928	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Erik August Larsson	SWE	Garmisch-Partenkirchen	1936	Cross Country Skiing	Cross Country Skiing Men's 18 kilometres	Gold
Erik August Larsson	SWE	Garmisch-Partenkirchen	1936	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
l Lars Gunnar Larsson	SWE	Grenoble	1968	Cross Country Skiing	Cross Country Skiing Men's 15 kilometres	Bronze
l Lars Gunnar Larsson	SWE	Grenoble	1968	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Lennart Nils Olov Larsson	SWE	Cortina d'Ampezzo	1956	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Maria Linda Larsson	SWE	Salt Lake City	2002	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
l Mats Arne Larsson	SWE	Torino	2006	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Bogg Per-Erik Larsson	SWE	Cortina d'Ampezzo	1956	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Erik ke Lassas	SWE	Oslo	1952	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Riitta-Liisa Lassila-Roponen	FIN	Vancouver	2010	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Bronze
Kenneth ""Ken"" Laufman	CAN	Cortina d'Ampezzo	1956	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Kenneth ""Ken"" Laufman	CAN	Squaw Valley	1960	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Janne Kristian Laukkanen	FIN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Janne Kristian Laukkanen	FIN	Nagano	1998	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Teuvo Johannes Laukkanen	FIN	Sankt Moritz	1948	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Lionel Laurent	FRA	Lillehammer	1994	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Bronze
Kalevi Johannes Laurila	FIN	Innsbruck	1964	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Kalevi Johannes Laurila	FIN	Grenoble	1968	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Helena Blach Lavrsen (Pedersen-)	DEN	Nagano	1998	Curling	Curling Women's Curling	Silver
Kelley Law (Atkins-, -Owen)	CAN	Salt Lake City	2002	Curling	Curling Women's Curling	Bronze
Kaitlyn Lawes	CAN	Sochi	2014	Curling	Curling Women's Curling	Gold
Erika Lyn Lawler	USA	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Richard Webster ""Dick"" Lawrence	USA	Garmisch-Partenkirchen	1936	Bobsleigh	Bobsleigh Men's Two	Bronze
John Charles ""Johnny"" Lax	USA	Garmisch-Partenkirchen	1936	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Larisa Yevgenyevna Lazutina (Ptitsyna-)	EUN	Albertville	1992	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Gold
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Lillehammer	1994	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Gold
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Nagano	1998	Cross Country Skiing	Cross Country Skiing Women's 5 kilometres	Gold
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Nagano	1998	Cross Country Skiing	Cross Country Skiing Women's 15 kilometres	Silver
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Nagano	1998	Cross Country Skiing	Cross Country Skiing Women's 30 kilometres	Bronze
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Nagano	1998	Cross Country Skiing	Cross Country Skiing Women's 5/10 kilometres Pursuit	Gold
Larisa Yevgenyevna Lazutina (Ptitsyna-)	RUS	Nagano	1998	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Gold
Chris le Bihan	CAN	Vancouver	2010	Bobsleigh	Bobsleigh Men's Four	Bronze
ric Le Chanony	FRA	Nagano	1998	Bobsleigh	Bobsleigh Men's Four	Bronze
Catriona Ann Le May Doan	CAN	Nagano	1998	Speed Skating	Speed Skating Women's 500 metres	Gold
Catriona Ann Le May Doan	CAN	Nagano	1998	Speed Skating	Speed Skating Women's 1,000 metres	Bronze
Catriona Ann Le May Doan	CAN	Salt Lake City	2002	Speed Skating	Speed Skating Women's 500 metres	Gold
Ivan Lebanov	BUL	Lake Placid	1980	Cross Country Skiing	Cross Country Skiing Men's 30 kilometres	Bronze
Patrick-Mikael Lebeau	CAN	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Vladimir Nikolayevich Lebedev	RUS	Torino	2006	Freestyle Skiing	Freestyle Skiing Men's Aerials	Bronze
Yury Vasilyevich Lebedev	URS	Lake Placid	1980	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Anouk Leblanc-Boucher	CAN	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Women's 500 metres	Bronze
Anouk Leblanc-Boucher	CAN	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Women's 3,000 metres Relay	Silver
Erika Lechner (-Tauber-)	ITA	Grenoble	1968	Luge	Luge Women's Singles	Gold
John Clark LeClair	USA	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
John Howard Louis Lecompte	CAN	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Lee Eun-Byeol	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Women's 1,500 metres	Silver
Lee Gang-Seok	KOR	Torino	2006	Speed Skating	Speed Skating Men's 500 metres	Bronze
Lee Ho-Eung	KOR	Nagano	1998	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Silver
Lee Ho-Seok	KOR	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Men's 1,000 metres	Silver
Lee Ho-Seok	KOR	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Men's 1,500 metres	Silver
Lee Ho-Seok	KOR	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Gold
Lee Ho-Seok	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 1,000 metres	Silver
Lee Ho-Seok	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Silver
Howard Stewart ""Howie"" Lee	CAN	Cortina d'Ampezzo	1956	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Lee Jeong-Su	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 1,000 metres	Gold
Lee Jeong-Su	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 1,500 metres	Gold
Lee Jeong-Su	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Silver
Lee Jun-Ho	KOR	Albertville	1992	Short Track Speed Skating	Short Track Speed Skating Men's 1,000 metres	Bronze
Lee Jun-Ho	KOR	Albertville	1992	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Gold
Lee Jun-Hwan	KOR	Nagano	1998	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Silver
Lee Sang-Hwa	KOR	Vancouver	2010	Speed Skating	Speed Skating Women's 500 metres	Gold
Lee Sang-Hwa	KOR	Sochi	2014	Speed Skating	Speed Skating Women's 500 metres	Gold
Lee Seung-Hun	KOR	Vancouver	2010	Speed Skating	Speed Skating Men's 5,000 metres	Silver
Lee Seung-Hun	KOR	Vancouver	2010	Speed Skating	Speed Skating Men's 10,000 metres	Gold
Lee Seung-Hun	KOR	Sochi	2014	Speed Skating	Speed Skating Men's Team Pursuit (8 laps)	Silver
Kerrin Anne Lee-Gartner	CAN	Albertville	1992	Alpine Skiing	Alpine Skiing Women's Downhill	Gold
Marrit Leenstra	NED	Sochi	2014	Speed Skating	Speed Skating Women's Team Pursuit (6 laps)	Gold
Brian Joseph Leetch	USA	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Aleksandr Gennadyevich Legkov	RUS	Sochi	2014	Cross Country Skiing	Cross Country Skiing Men's 50 kilometres	Gold
Aleksandr Gennadyevich Legkov	RUS	Sochi	2014	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Bernhard Lehmann	GDR	Innsbruck	1976	Bobsleigh	Bobsleigh Men's Four	Gold
Bernhard Lehmann	GDR	Sarajevo	1984	Bobsleigh	Bobsleigh Men's Two	Silver
Bernhard Lehmann	GDR	Sarajevo	1984	Bobsleigh	Bobsleigh Men's Four	Silver
Bernhard Lehmann	GDR	Calgary	1988	Bobsleigh	Bobsleigh Men's Two	Bronze
Jori Jonatan Lehter	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Tero Juhani Lehter	FIN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Marika Johanna Lehtimki	FIN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Jere Kalervo Lehtinen	FIN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Jere Kalervo Lehtinen	FIN	Nagano	1998	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Jere Kalervo Lehtinen	FIN	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Jere Kalervo Lehtinen	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Katja Maarit Lehto	FIN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Erkki Tapani Lehtonen	FIN	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Kari Lehtonen	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Mirja Annikki Lehtonen (-Kierros)	FIN	Innsbruck	1964	Cross Country Skiing	Cross Country Skiing Women's 5 kilometres	Silver
Mirja Annikki Lehtonen (-Kierros)	FIN	Innsbruck	1964	Cross Country Skiing	Cross Country Skiing Women's 3 x 5 kilometres Relay	Bronze
Walter Leinweber	GER	Lake Placid	1932	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Mathias ""Hias"" Leitner	AUT	Squaw Valley	1960	Alpine Skiing	Alpine Skiing Men's Slalom	Silver
Patric-Fritz Leitner	GER	Salt Lake City	2002	Luge	Luge Mixed (Men)'s Doubles	Gold
Patric-Fritz Leitner	GER	Vancouver	2010	Luge	Luge Mixed (Men)'s Doubles	Bronze
Mario Lemieux	CAN	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Otto Leodolter	AUT	Squaw Valley	1960	Ski Jumping	Ski Jumping Men's Normal Hill, Individual	Bronze
Natascia Leonardi Cortesi	SUI	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Bronze
Sami Lepist	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Sami Lepist	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Erik Lesser	GER	Sochi	2014	Biathlon	Biathlon Men's 20 kilometres	Silver
Erik Lesser	GER	Sochi	2014	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Klas Ivar Vilhelm Lestander	SWE	Squaw Valley	1960	Biathlon	Biathlon Men's 20 kilometres	Gold
Evelyne Leu	SUI	Torino	2006	Freestyle Skiing	Freestyle Skiing Women's Aerials	Gold
Hans Leutenegger	SUI	Sapporo	1972	Bobsleigh	Bobsleigh Men's Four	Gold
Allar Levandi	URS	Calgary	1988	Nordic Combined	Nordic Combined Men's Individual	Bronze
Li Jiajun	CHN	Nagano	1998	Short Track Speed Skating	Short Track Speed Skating Men's 1,000 metres	Silver
Li Jiajun	CHN	Nagano	1998	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Bronze
Li Jiajun	CHN	Salt Lake City	2002	Short Track Speed Skating	Short Track Speed Skating Men's 1,500 metres	Silver
Li Jiajun	CHN	Salt Lake City	2002	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Bronze
Li Jiajun	CHN	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Men's 1,500 metres	Bronze
Li Jianrou	CHN	Sochi	2014	Short Track Speed Skating	Short Track Speed Skating Women's 500 metres	Gold
Li Nina	CHN	Torino	2006	Freestyle Skiing	Freestyle Skiing Women's Aerials	Silver
Li Nina	CHN	Vancouver	2010	Freestyle Skiing	Freestyle Skiing Women's Aerials	Silver
Li Yan	CHN	Albertville	1992	Short Track Speed Skating	Short Track Speed Skating Women's 500 metres	Silver
Li Ye	CHN	Salt Lake City	2002	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Bronze
Reidar Kristofer Liaklev	NOR	Sankt Moritz	1948	Speed Skating	Speed Skating Men's 5,000 metres	Gold
Igor Liba	TCH	Sarajevo	1984	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Igor Liba	TCH	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Hilde Synnve Lid	NOR	Lillehammer	1994	Freestyle Skiing	Freestyle Skiing Women's Aerials	Bronze
Nicklas Erik Lidstrm	SWE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Theodore Sharp ""Ted"" Ligety	USA	Torino	2006	Alpine Skiing	Alpine Skiing Men's Combined	Gold
Theodore Sharp ""Ted"" Ligety	USA	Sochi	2014	Alpine Skiing	Alpine Skiing Men's Giant Slalom	Gold
Vin Liikkanen	FIN	Lake Placid	1932	Cross Country Skiing	Cross Country Skiing Men's 50 kilometres	Silver
Galina Vladimirovna Likhachova	RUS	Torino	2006	Speed Skating	Speed Skating Women's Team Pursuit (6 laps)	Bronze
Bjrn Johan Lind	SWE	Torino	2006	Cross Country Skiing	Cross Country Skiing Men's Sprint	Gold
Bjrn Johan Lind	SWE	Torino	2006	Cross Country Skiing	Cross Country Skiing Men's Team Sprint	Gold
Juha Petteri Lind	FIN	Nagano	1998	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Eva Cathrine Lindahl (Norberg-)	SWE	Torino	2006	Curling	Curling Women's Curling	Gold
Eva Cathrine Lindahl (Norberg-)	SWE	Vancouver	2010	Curling	Curling Women's Curling	Gold
Margaretha Louise Lindahl (-Dryburgh)	SWE	Nagano	1998	Curling	Curling Women's Curling	Bronze
Christopher Lloyd ""Chris"" Lindberg	CAN	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Bengt Fredrik Lindberg	SWE	Sochi	2014	Curling	Curling Men's Curling	Bronze
Ylva Maria Lindberg	SWE	Salt Lake City	2002	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Ylva Maria Lindberg	SWE	Torino	2006	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Gran Per-Eric ""Pelle"" Lindbergh	SWE	Lake Placid	1980	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Gran Folke Lindblom	SWE	Sarajevo	1984	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Knut Bertil Hilding Linde	SWE	Sankt Moritz	1928	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Ingrid Marie Lindgren	SWE	Lillehammer	1994	Freestyle Skiing	Freestyle Skiing Women's Aerials	Silver
Hilary Kirsten Lindh	USA	Albertville	1992	Alpine Skiing	Alpine Skiing Women's Downhill	Silver
Rolf Peter Lindmark	SWE	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Carl Victor ""Vic"" Lindquist	CAN	Lake Placid	1932	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Jenny Elisabeth Lindqvist	SWE	Torino	2006	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Eric Bryan Lindros	CAN	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Eric Bryan Lindros	CAN	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Rosa Lindstedt	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Annelie Ulrica Lindstrm	SWE	Salt Lake City	2002	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Veli-Matti Olavi Lindstrm	FIN	Salt Lake City	2002	Ski Jumping	Ski Jumping Men's Large Hill, Team	Silver
Andreas Linger	AUT	Torino	2006	Luge	Luge Mixed (Men)'s Doubles	Gold
Andreas Linger	AUT	Vancouver	2010	Luge	Luge Mixed (Men)'s Doubles	Gold
Andreas Linger	AUT	Sochi	2014	Luge	Luge Mixed (Men)'s Doubles	Silver
Wolfgang Linger	AUT	Torino	2006	Luge	Luge Mixed (Men)'s Doubles	Gold
Wolfgang Linger	AUT	Vancouver	2010	Luge	Luge Mixed (Men)'s Doubles	Gold
Wolfgang Linger	AUT	Sochi	2014	Luge	Luge Mixed (Men)'s Doubles	Silver
Nataliya Vladimirovna Linichuk (-Karponosova)	URS	Lake Placid	1980	Figure Skating	Figure Skating Mixed Ice Dancing	Gold
Tara Kristen Lipinski (-Kapostasy)	USA	Nagano	1998	Figure Skating	Figure Skating Women's Singles	Gold
Yuliya Vyacheslavovna Lipnitskaya	RUS	Sochi	2014	Figure Skating	Figure Skating Mixed Team	Gold
Odd Lirhus	NOR	Sarajevo	1984	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Liu Yin	CHN	Vancouver	2010	Curling	Curling Women's Curling	Bronze
Liu Zhongqing	CHN	Vancouver	2010	Freestyle Skiing	Freestyle Skiing Men's Aerials	Bronze
Stefan Daniel Patryk Liv (li-)	SWE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Robert Cambridge ""Bob"" Livingston	USA	Lake Placid	1932	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Roar Ljkelsy	NOR	Torino	2006	Ski Jumping	Ski Jumping Men's Normal Hill, Individual	Bronze
Roar Ljkelsy	NOR	Torino	2006	Ski Jumping	Ski Jumping Men's Large Hill, Team	Bronze
Irina Viktorovna Lobacheva (-Averbukh)	RUS	Salt Lake City	2002	Figure Skating	Figure Skating Mixed Ice Dancing	Silver
Vladimir Vladimirovich Lobanov	URS	Lake Placid	1980	Speed Skating	Speed Skating Men's 1,000 metres	Bronze
Yekaterina Aleksandrovna Lobysheva	RUS	Torino	2006	Speed Skating	Speed Skating Women's Team Pursuit (6 laps)	Bronze
Yekaterina Aleksandrovna Lobysheva	RUS	Sochi	2014	Speed Skating	Speed Skating Women's Team Pursuit (6 laps)	Bronze
Felix Loch	GER	Vancouver	2010	Luge	Luge Men's Singles	Gold
Felix Loch	GER	Sochi	2014	Luge	Luge Men's Singles	Gold
Felix Loch	GER	Sochi	2014	Luge	Luge Mixed Team Relay	Gold
Steve Locher	SUI	Albertville	1992	Alpine Skiing	Alpine Skiing Men's Combined	Bronze
Rudolf ""Rudi"" Lochner	GER	Albertville	1992	Bobsleigh	Bobsleigh Men's Two	Silver
Todd Lodwick	USA	Vancouver	2010	Nordic Combined	Nordic Combined Men's Team	Silver
Erik Mikael Lfgren	SWE	Albertville	1992	Biathlon	Biathlon Men's 20 kilometres	Bronze
Erik Mikael Lfgren	SWE	Albertville	1992	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Bronze
Sven William Lfqvist	SWE	Lake Placid	1980	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Devin Logan	USA	Sochi	2014	Freestyle Skiing	Freestyle Skiing Women's Slopestyle	Silver
James ""Jim"" Logan	CAN	Cortina d'Ampezzo	1956	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
William Frederick ""Willy"" Logan	CAN	Lake Placid	1932	Speed Skating	Speed Skating Men's 1,500 metres	Bronze
William Frederick ""Willy"" Logan	CAN	Lake Placid	1932	Speed Skating	Speed Skating Men's 5,000 metres	Bronze
Heinrich ""Heini"" Lohrer	SUI	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Werner Lohrer	SUI	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Wolfgang Loitzl	AUT	Vancouver	2010	Ski Jumping	Ski Jumping Men's Large Hill, Team	Gold
Konstantin Borisovich Loktev	URS	Squaw Valley	1960	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Konstantin Borisovich Loktev	URS	Innsbruck	1964	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Andrey Vyacheslavovich Lomakin	URS	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
